genus_species,genus,species,latitude,longitude,location_description,realm_general3,acclim_temp,acclim_time,parameter_value,parameter_tmax_or_tmin,error_estimate,error_type,sample_size,metric_type,metric_description,ramping_rate,ramping_to_reach_st,duration_of_chronic_exposure,temp_before_pretreament_held_or_ff_for_field_fresh,timing_of_collection,elevation_of_collection,ref,life_stage,phylum,class,order,family,realm_specific,realm_general,notes,extractor,original_compilation,n_cat,record_number,record,family1,family2,genus2,species2,family3,genus3,species3,n_comment,raw_ctm2,acclim,acclim_time_life_120,log_acclim_time,safety,photoperiod,ep1,ep2,elevation,log_elevation,geog_cat,abs_lat,log_abs_lat,source,comments,year,citation,range,log_range,introduced,elev_min,elev_max,svl,log_svl,tmxslope,bioclim5,iucn_2014,iucn_2104risk,sampling_habitat,acclimation,rate_acclimation_c_day,methodology,length_experiment_min,body_length_mm,weight_g,phylogeny,reference,realm_general2,acclim_time_original,acclim_time_units
Labeo rohita,Labeo,rohita,19.14,72.82,Central Institute of Fisheries Education Mumbai India,Aquatic,25,30,40.2,tmax,0.1,SD,6,NA,LOE,0.3,NA,NA,NA,NA,NA,Chatterjee et al. 2004,juveniles,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,NA,NA,yes,36,Freshwater,30,days
Labeo rohita,Labeo,rohita,19.14,72.82,Central Institute of Fisheries Education Mumbai India,Aquatic,30,30,41.6,tmax,0.2,SD,6,NA,LOE,0.3,NA,NA,NA,NA,NA,Chatterjee et al. 2004,juveniles,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,NA,NA,yes,36,Freshwater,30,days
Labeo rohita,Labeo,rohita,19.14,72.82,Central Institute of Fisheries Education Mumbai India,Aquatic,35,30,42.2,tmax,0.27,SD,6,NA,LOE,0.3,NA,NA,NA,NA,NA,Chatterjee et al. 2004,juveniles,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,NA,NA,yes,36,Freshwater,30,days
Labeo rohita,Labeo,rohita,19.14,72.82,Central Institute of Fisheries Education Mumbai India,Aquatic,25,30,40.4,tmax,0.12,SD,6,NA,death,0.3,NA,NA,NA,NA,NA,Chatterjee et al. 2004,juveniles,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,NA,NA,yes,36,Freshwater,30,days
Labeo rohita,Labeo,rohita,19.14,72.82,Central Institute of Fisheries Education Mumbai India,Aquatic,30,30,41.9,tmax,0.22,SD,6,NA,death,0.3,NA,NA,NA,NA,NA,Chatterjee et al. 2004,juveniles,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,NA,NA,yes,36,Freshwater,30,days
Labeo rohita,Labeo,rohita,19.14,72.82,Central Institute of Fisheries Education Mumbai India,Aquatic,35,30,42.7,tmax,0.12,SD,6,NA,death,0.3,NA,NA,NA,NA,NA,Chatterjee et al. 2004,juveniles,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,NA,NA,yes,36,Freshwater,30,days
Labeo rohita,Labeo,rohita,18.93,72.82,Pancham fish farm Saphale Maharashtra India,Aquatic,26,30,40.63,tmax,0.42,SD,6,NA,LOE,0.3,NA,NA,NA,NA,NA,Das et al. 2004,fingerlings,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,1,dynamic,NA,NA,30,yes,53,Freshwater,30,days
Labeo rohita,Labeo,rohita,18.93,72.82,Pancham fish farm Saphale Maharashtra India,Aquatic,31,30,41.91,tmax,0.54,SD,6,NA,LOE,0.3,NA,NA,NA,NA,NA,Das et al. 2004,fingerlings,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,1,dynamic,NA,NA,30,yes,53,Freshwater,30,days
Labeo rohita,Labeo,rohita,18.93,72.82,Pancham fish farm Saphale Maharashtra India,Aquatic,33,30,42.65,tmax,0.02,SD,6,NA,LOE,0.3,NA,NA,NA,NA,NA,Das et al. 2004,fingerlings,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,1,dynamic,NA,NA,30,yes,53,Freshwater,30,days
Labeo rohita,Labeo,rohita,18.93,72.82,Pancham fish farm Saphale Maharashtra India,Aquatic,36,30,42.86,tmax,0.12,SD,6,NA,LOE,0.3,NA,NA,NA,NA,NA,Das et al. 2004,fingerlings,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,1,dynamic,NA,NA,30,yes,53,Freshwater,30,days
Labeo rohita,Labeo,rohita,18.93,72.82,Pancham fish farm Saphale Maharashtra India,Aquatic,26,30,41.16,tmax,0.42,SD,6,NA,death,0.3,NA,NA,NA,NA,NA,Das et al. 2004,fingerlings,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,1,dynamic,NA,NA,30,yes,53,Freshwater,30,days
Labeo rohita,Labeo,rohita,18.93,72.82,Pancham fish farm Saphale Maharashtra India,Aquatic,31,30,42.3,tmax,0.54,SD,6,NA,death,0.3,NA,NA,NA,NA,NA,Das et al. 2004,fingerlings,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,1,dynamic,NA,NA,30,yes,53,Freshwater,30,days
Labeo rohita,Labeo,rohita,18.93,72.82,Pancham fish farm Saphale Maharashtra India,Aquatic,33,30,43.03,tmax,0.02,SD,6,NA,death,0.3,NA,NA,NA,NA,NA,Das et al. 2004,fingerlings,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,1,dynamic,NA,NA,30,yes,53,Freshwater,30,days
Labeo rohita,Labeo,rohita,18.93,72.82,Pancham fish farm Saphale Maharashtra India,Aquatic,36,30,43.31,tmax,0.12,SD,6,NA,death,0.3,NA,NA,NA,NA,NA,Das et al. 2004,fingerlings,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,1,dynamic,NA,NA,30,yes,53,Freshwater,30,days
Labeo rohita,Labeo,rohita,18.5,73.96,Khopoli fish farm Government of Maharashtra India,Aquatic,26,30,42.33,tmax,0.17,SD,6,NA,LOE,0.3,NA,NA,NA,NA,NA,Das et al. 2005,fry,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,1,dynamic,NA,15.00,NA,yes,54,Freshwater,30,days
Labeo rohita,Labeo,rohita,18.5,73.96,Khopoli fish farm Government of Maharashtra India,Aquatic,31,30,44.81,tmax,0.17,SD,6,NA,LOE,0.3,NA,NA,NA,NA,NA,Das et al. 2005,fry,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,1,dynamic,NA,15.00,NA,yes,54,Freshwater,30,days
Labeo rohita,Labeo,rohita,18.5,73.96,Khopoli fish farm Government of Maharashtra India,Aquatic,33,30,45.35,tmax,0.15,SD,6,NA,LOE,0.3,NA,NA,NA,NA,NA,Das et al. 2005,fry,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,1,dynamic,NA,15.00,NA,yes,54,Freshwater,30,days
Labeo rohita,Labeo,rohita,18.5,73.96,Khopoli fish farm Government of Maharashtra India,Aquatic,36,30,45.6,tmax,0.07,SD,6,NA,LOE,0.3,NA,NA,NA,NA,NA,Das et al. 2005,fry,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,1,dynamic,NA,15.00,NA,yes,54,Freshwater,30,days
Labeo rohita,Labeo,rohita,19.45,75.64,Maharashtra India,Aquatic,28,20,42.86,tmax,0.07,SD,6,NA,LOE,0.3,NA,NA,NA,NA,NA,Brahmane et al. 2014,fry,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,NA,0.37,yes,24,Freshwater,20,days
Labeo rohita,Labeo,rohita,19.45,75.64,Maharashtra India,Aquatic,30,20,43.35,tmax,0.05,SD,6,NA,LOE,0.3,NA,NA,NA,NA,NA,Brahmane et al. 2014,fry,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,NA,0.44,yes,24,Freshwater,20,days
Labeo rohita,Labeo,rohita,19.45,75.64,Maharashtra India,Aquatic,32,20,44.45,tmax,0.05,SD,6,NA,LOE,0.3,NA,NA,NA,NA,NA,Brahmane et al. 2014,fry,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,NA,0.37,yes,24,Freshwater,20,days
Labeo rohita,Labeo,rohita,19.45,75.64,Maharashtra India,Aquatic,34,20,45.42,tmax,0.07,SD,6,NA,LOE,0.3,NA,NA,NA,NA,NA,Brahmane et al. 2014,fry,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,NA,0.38,yes,24,Freshwater,20,days
Lavinia exilicauda,Lavinia,exilicauda,36.8,-119.43,California US,Aquatic,10,4,29.47,tmax,NA,SD,10,NA,OS,1,NA,NA,NA,NA,NA,Moyle & Knight 1984,NA,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,1,dynamic,NA,NA,NA,yes,138,Freshwater,4,days
Lavinia exilicauda,Lavinia,exilicauda,36.8,-119.43,California US,Aquatic,15,4,31.07,tmax,NA,SD,10,NA,OS,1,NA,NA,NA,NA,NA,Moyle & Knight 1984,NA,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,1,dynamic,NA,NA,NA,yes,138,Freshwater,4,days
Lavinia exilicauda,Lavinia,exilicauda,36.8,-119.43,California US,Aquatic,20,4,34.04,tmax,NA,SD,10,NA,OS,1,NA,NA,NA,NA,NA,Moyle & Knight 1984,NA,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,1,dynamic,NA,NA,NA,yes,138,Freshwater,4,days
Lavinia exilicauda,Lavinia,exilicauda,36.8,-119.43,California US,Aquatic,25,4,36.03,tmax,NA,SD,10,NA,OS,1,NA,NA,NA,NA,NA,Moyle & Knight 1984,NA,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,1,dynamic,NA,NA,NA,yes,138,Freshwater,4,days
Lavinia exilicauda,Lavinia,exilicauda,36.8,-119.43,California US,Aquatic,30,4,38.19,tmax,NA,SD,10,NA,OS,1,NA,NA,NA,NA,NA,Moyle & Knight 1984,NA,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,1,dynamic,NA,NA,NA,yes,138,Freshwater,4,days
Lepidomeda copei,Lepidomeda,copei,41.65,-112.19,Deadman Creek Bear River Drainage Utah US,Aquatic,15,50,29.6,tmax,0.4,SD,20,NA,LOE,0.2,NA,NA,NA,NA,NA,Billman et al. 2008,juveniles,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,NA,NA,yes,17,Freshwater,50,days
Lepidomeda copei,Lepidomeda,copei,41.65,-112.19,Deadman Creek Bear River Drainage Utah US,Aquatic,18,50,31.8,tmax,0.4,SD,20,NA,LOE,0.2,NA,NA,NA,NA,NA,Billman et al. 2008,juveniles,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,NA,NA,yes,17,Freshwater,50,days
Lepidomeda copei,Lepidomeda,copei,41.65,-112.19,Deadman Creek Bear River Drainage Utah US,Aquatic,23,50,34.6,tmax,0.4,SD,20,NA,LOE,0.2,NA,NA,NA,NA,NA,Billman et al. 2008,juveniles,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,NA,NA,yes,17,Freshwater,50,days
Lepidomeda copei,Lepidomeda,copei,41.65,-112.19,Deadman Creek Bear River Drainage Utah US,Aquatic,28,50,35,tmax,0.7,SD,20,NA,LOE,0.2,NA,NA,NA,NA,NA,Billman et al. 2008,juveniles,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,NA,NA,yes,17,Freshwater,50,days
Lepidomeda copei,Lepidomeda,copei,41.65,-112.19,Deadman Creek Bear River Drainage Utah US,Aquatic,15,50,26.5,tmax,NA,SD,10,NA,death,NA,NA,NA,NA,NA,NA,Billman et al. 2008,juveniles,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,static,5760,NA,NA,yes,17,Freshwater,50,days
Lepidomeda copei,Lepidomeda,copei,41.65,-112.19,Deadman Creek Bear River Drainage Utah US,Aquatic,18,50,28.7,tmax,NA,SD,10,NA,death,NA,NA,NA,NA,NA,NA,Billman et al. 2008,juveniles,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,static,5760,NA,NA,yes,17,Freshwater,50,days
Lepidomeda copei,Lepidomeda,copei,41.65,-112.19,Deadman Creek Bear River Drainage Utah US,Aquatic,23,50,30.4,tmax,NA,SD,10,NA,death,NA,NA,NA,NA,NA,NA,Billman et al. 2008,juveniles,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,static,5760,NA,NA,yes,17,Freshwater,50,days
Lepidomeda copei,Lepidomeda,copei,41.65,-112.19,Deadman Creek Bear River Drainage Utah US,Aquatic,28,50,30.2,tmax,NA,SD,10,NA,death,NA,NA,NA,NA,NA,NA,Billman et al. 2008,juveniles,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,static,5760,NA,NA,yes,17,Freshwater,50,days
Lepidomeda mollispinis,Lepidomeda,mollispinis,37.2,-113.26,Virgin River Utha US,Aquatic,10,14,30.25,tmax,0.4,SD,6,NA,LOE,0.24,NA,NA,NA,NA,NA,Deacon et al. 1987,NA,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,95.79,8.54,yes,56,Freshwater,14,days
Lepidomeda mollispinis,Lepidomeda,mollispinis,37.2,-113.26,Virgin River Utha US,Aquatic,15,14,32.9,tmax,0.3,SD,6,NA,LOE,0.24,NA,NA,NA,NA,NA,Deacon et al. 1987,NA,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,95.79,8.54,yes,56,Freshwater,14,days
Lepidomeda mollispinis,Lepidomeda,mollispinis,37.2,-113.26,Virgin River Utha US,Aquatic,25,14,37.02,tmax,0.44,SD,6,NA,LOE,0.24,NA,NA,NA,NA,NA,Deacon et al. 1987,NA,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,95.79,8.54,yes,56,Freshwater,14,days
Leuciscus idus,Leuciscus,idus,NA,NA,NA,Aquatic,30,NA,35.8,tmax,NA,SD,NA,NA,death,0.05,NA,NA,NA,NA,NA,EIFAC 1969,NA,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,collection,NA,dynamic,NA,NA,NA,yes,65,Freshwater,NA,days
Leuciscus idus,Leuciscus,idus,52.34,18.35,Lichenskie Lake Poland,Aquatic,25,NA,37.9,tmax,0.49,SD,NA,NA,death,0.11,NA,NA,NA,NA,NA,Horoszewicz 1973,juveniles,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,collection,NA,dynamic,NA,NA,NA,yes,95,Freshwater,NA,days
Luxilus chrysocephalus,Luxilus,chrysocephalus,NA,NA,NA,Aquatic,26,NA,36.2,tmax,0.48,SD,8,NA,LOE,0.017,NA,NA,NA,NA,NA,Beitinger et al. 2000,NA,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,NA,NA,yes,12,Freshwater,NA,days
Luxilus chrysocephalus,Luxilus,chrysocephalus,NA,NA,NA,Aquatic,11,NA,30.8,tmax,1.8,SD,8,NA,LOE,1,NA,NA,NA,NA,NA,Beitinger et al. 2000,NA,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,collection,NA,dynamic,NA,NA,NA,yes,12,Freshwater,NA,days
Luxilus chrysocephalus,Luxilus,chrysocephalus,39.97,-82.81,Indian Creek Ohio US,Aquatic,24,NA,36.2,tmax,1,SD,6,NA,LOE,0.8,NA,NA,NA,NA,NA,Mundahl 1990,NA,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,collection,NA,dynamic,NA,85.00,NA,yes,140,Freshwater,NA,days
Luxilus cornutus,Luxilus,cornutus,38.32,-92.54,Missouri US,Aquatic,26,NA,35.7,tmax,0.39,SD,18,NA,LOE,0.017,NA,NA,NA,NA,NA,Beitinger et al. 2000,NA,NA,NA,NA,Cyprinidae,NA,Freshwater,NA,NA,Comte,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Freshwater,experimental,NA,dynamic,NA,NA,NA,yes,12,Freshwater,NA,days
