"species","v1","v2","scientificName","kingdom","phylum","class","order","family","db","db_code","reported_name_fixed","reported_name"
"Ptilidium ciliare",1,1,"Ptilidium ciliare","Plantae","Marchantiophyta","Jungermanniopsida","Ptilidiales","Ptilidiaceae","gbif","GBIF:2688706","Ptilidium ciliare","Ptilidium ciliare"
"Ptilidium ciliare",1,1,"Ptilidium pulcherrimum","Plantae","Marchantiophyta","Jungermanniopsida","Ptilidiales","Ptilidiaceae","gbif","GBIF:2688707","Ptilidium pulcherrimum","Ptilidium pulcherrimum"
"Ptilidium pulcherrimum",1,1,"Ptilidium pulcherrimum","Plantae","Marchantiophyta","Jungermanniopsida","Ptilidiales","Ptilidiaceae","gbif","GBIF:2688707","Ptilidium pulcherrimum","Ptilidium pulcherrimum"
"Ptilinopus cinctus",1,0,"Ptilinopus cinctus","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495551","Ptilinopus cinctus","Ptilinopus cinctus"
"Ptilinopus jambu",0,1,"Ptilinopus jambu","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495581","Ptilinopus jambu","Ptilinopus jambu"
"Ptilinopus magnificus",1,1,"Ptilinopus magnificus","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495643","Ptilinopus magnificus","Ptilinopus magnificus"
"Ptilinopus ornatus",1,1,"Ptilinopus ornatus","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495541","Ptilinopus ornatus","Ptilinopus ornatus"
"Ptilinopus pulchellus",1,1,"Ptilinopus pulchellus","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495561","Ptilinopus pulchellus","Ptilinopus pulchellus"
"Ptilinopus regina",1,0,"Ptilinopus regina","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495614","Ptilinopus regina","Ptilinopus regina"
"Ptilinopus rivoli",1,1,"Ptilinopus rivoli","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495568","Ptilinopus rivoli","Ptilinopus rivoli"
"Ptilinopus superbus",1,1,"Ptilinopus superbus","Animalia","Chordata","Aves","Columbiformes","Columbidae","gbif","GBIF:2495594","Ptilinopus superbus","Ptilinopus superbus"
"Ptilium crista-castrensis",1,0,"Ptilium crista-castrensis","Plantae","Bryophyta","Bryopsida","Hypnales","Hypnaceae","gbif","GBIF:5283780","Ptilium crista-castrensis","Ptilium crista-castrensis"
"Ptilodon cucullina",1,1,"Ptilodon cucullina","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","gbif","GBIF:4534872","Ptilodon cucullina","Ptilodon cucullina"
"Ptilonia australasica",1,0,"Ptilonia australasica",NA,"Rhodophyta","Florideophyceae","Bonnemaisoniales","Bonnemaisoniaceae","ncbi","NCBI:257542","Ptilonia australasica","Ptilonia australasica"
"Chlamydera cerviniventris",1,0,"Chlamydera cerviniventris","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae","gbif","GBIF:2494821","Ptilonorhynchus cerviniventris","Ptilonorhynchus cerviniventris"
"Ptilonorhynchus guttatus",1,0,"Ptilonorhynchus guttatus","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae","Bioshifts_v1",NA,"Ptilonorhynchus guttatus","Ptilonorhynchus guttatus"
"Ptilonorhynchus maculatus",1,0,"Ptilonorhynchus maculatus","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae","Bioshifts_v1",NA,"Ptilonorhynchus maculatus","Ptilonorhynchus maculatus"
"Chlamydera nuchalis",1,0,"Chlamydera nuchalis","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae","gbif","GBIF:2494825","Ptilonorhynchus nuchalis","Ptilonorhynchus nuchalis"
"Ptilonorhynchus violaceus",1,0,"Ptilonorhynchus violaceus","Animalia","Chordata","Aves","Passeriformes","Ptilonorhynchidae","gbif","GBIF:5231665","Ptilonorhynchus violaceus","Ptilonorhynchus violaceus"
"Ptilophora plumigera",1,1,"Ptilophora plumigera","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","gbif","GBIF:5119143","Ptilophora plumigera","Ptilophora plumigera"
"Ptiloprora guisei",1,1,"Ptiloprora guisei","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","gbif","GBIF:2487116","Ptiloprora guisei","Ptiloprora guisei"
"Ptilopsis granti",0,1,"Ptilopsis granti","Animalia","Chordata","Aves","Strigiformes","Strigidae","gbif","GBIF:5232238","Ptilopsis granti","Ptilopsis granti"
"Ptiloris magnificus",1,1,"Ptiloris magnificus","Animalia","Chordata","Aves","Passeriformes","Paradisaeidae","gbif","GBIF:2494897","Ptiloris magnificus","Ptiloris magnificus"
"Ptiloris paradiseus",1,0,"Ptiloris paradiseus","Animalia","Chordata","Aves","Passeriformes","Paradisaeidae","gbif","GBIF:2494898","Ptiloris paradiseus","Ptiloris paradiseus"
"Ptiloris victoriae",1,0,"Ptiloris victoriae","Animalia","Chordata","Aves","Passeriformes","Paradisaeidae","gbif","GBIF:2494896","Ptiloris victoriae","Ptiloris victoriae"
"Ptilorrhoa castanonota",1,1,"Ptilorrhoa castanonota","Animalia","Chordata","Aves","Passeriformes","Psophodidae","gbif","GBIF:2495052","Ptilorrhoa castanonota","Ptilorrhoa castanonota"
"Ptilorrhoa leucosticta",1,1,"Ptilorrhoa leucosticta","Animalia","Chordata","Aves","Passeriformes","Psophodidae","gbif","GBIF:2495054","Ptilorrhoa leucosticta","Ptilorrhoa leucosticta"
"Ptinus fur",1,1,"Ptinus fur","Animalia","Arthropoda","Insecta","Coleoptera","Ptinidae","gbif","GBIF:1095795","Ptinus fur","Ptinus fur"
"Ptychadena anchietae",1,1,"Ptychadena anchietae","Animalia","Chordata","Amphibia","Anura","Ptychadenidae","gbif","GBIF:2428904","Ptychadena anchietae","Ptychadena anchietae"
"Ptychadena mascareniensis",1,1,"Ptychadena mascareniensis","Animalia","Chordata","Amphibia","Anura","Ptychadenidae","gbif","GBIF:2428925","Ptychadena mascareniensis","Ptychadena mascareniensis"
"Ptychadena mossambica",1,1,"Ptychadena mossambica","Animalia","Chordata","Amphibia","Anura","Ptychadenidae","gbif","GBIF:2428909","Ptychadena mossambica","Ptychadena mossambica"
"Ptychadena oxyrhynchus",1,1,"Ptychadena oxyrhynchus","Animalia","Chordata","Amphibia","Anura","Ptychadenidae","gbif","GBIF:2428920","Ptychadena oxyrhynchus","Ptychadena oxyrhynchus"
"Ptychadena porosissima",1,1,"Ptychadena porosissima","Animalia","Chordata","Amphibia","Anura","Ptychadenidae","gbif","GBIF:2428896","Ptychadena porosissima","Ptychadena porosissima"
"Ptychomitrium polyphyllum",1,0,"Ptychomitrium polyphyllum","Plantae","Bryophyta","Bryopsida","Grimmiales","Ptychomitriaceae","gbif","GBIF:2674162","Ptychomitrium polyphyllum","Ptychomitrium polyphyllum"
"Ptychostomum pallens",1,0,"Bryum pallens","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae","gbif","GBIF:8559939","Ptychostomum pallens","Ptychostomum pallens"
"Puccinellia distans",1,1,"Puccinellia distans","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704688","Puccinellia distans","Puccinellia distans"
"Puccinellia fasciculata",1,1,"Puccinellia fasciculata","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704720","Puccinellia fasciculata","Puccinellia fasciculata"
"Puccinellia maritima",1,0,"Puccinellia maritima","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","gbif","GBIF:2704687","Puccinellia maritima","Puccinellia maritima"
"Ardenna grisea",0,1,"Puffinus griseus","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","gbif","GBIF:5739277","Puffinus griseus","Puffinus griseus"
"Puffinus mauretanicus",0,1,"Puffinus mauretanicus","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","gbif","GBIF:5229360","Puffinus mauretanicus","Puffinus mauretanicus"
"Puffinus puffinus",1,1,"Puffinus puffinus","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","gbif","GBIF:5229380","Puffinus puffinus","Puffinus puffinus"
"Pulicaria arabica",0,1,"Pulicaria arabica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3095531","Pulicaria arabica","Pulicaria arabica"
"Pulicaria dysenterica",1,1,"Pulicaria dysenterica","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3095609","Pulicaria dysenterica","Pulicaria dysenterica"
"Pulicaria incisa",0,1,"Pulicaria incisa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3095606","Pulicaria incisa","Pulicaria incisa"
"Francoeuria undulata",1,1,"Pulicaria undulata","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3095567","Pulicaria undulata","Pulicaria undulata"
"Pulmonaria affinis",1,1,"Pulmonaria affinis","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:5660579","Pulmonaria affinis","Pulmonaria affinis"
"Pulmonaria australis",1,0,"Pulmonaria australis","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:5660562","Pulmonaria australis","Pulmonaria australis"
"Pulmonaria longifolia",1,1,"Pulmonaria longifolia","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:7294681","Pulmonaria longifolia","Pulmonaria longifolia"
"Pulmonaria officinalis",1,0,"Pulmonaria officinalis","Plantae","Tracheophyta","Magnoliopsida","Boraginales","Boraginaceae","gbif","GBIF:5341204","Pulmonaria officinalis","Pulmonaria officinalis"
"Anemone alpina",1,1,"Pulsatilla alpina","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:7278071","Pulsatilla alpina","Pulsatilla alpina"
"Pulsatilla alpina",0,1,"Pulsatilla alpina","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:7278071","Pulsatilla alpina","Pulsatilla alpina s lat"
"Anemone montana",1,0,"Pulsatilla montana","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:7277925","Pulsatilla montana","Pulsatilla montana"
"Pulsatilla vernalis",1,1,"Pulsatilla vernalis","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3928615","Pulsatilla vernalis","Pulsatilla vernalis"
"Anemone vernalis",1,1,"Pulsatilla vernalis","Plantae","Tracheophyta","Magnoliopsida","Ranunculales","Ranunculaceae","gbif","GBIF:3928615","Pulsatilla vernalis","Pulsatilla vernalis"
"Pungitius pungitius",1,1,"Pungitius pungitius","Animalia","Chordata","Actinopterygii","Gasterosteiformes","Gasterosteidae","gbif","GBIF:5739510","Pungitius pungitius","Pungitius pungitius"
"Purnella albifrons",1,0,"Phylidonyris albifrons","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","gbif","GBIF:2487010","Purnella albifrons","Purnella albifrons"
"Purpureicephalus spurius",1,0,"Purpureicephalus spurius","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","gbif","GBIF:2479363","Purpureicephalus spurius","Purpureicephalus spurius"
"Purshia stansburyana",1,1,"Purshia stansburiana","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5370302","Purshia stansburyana","Purshia stansburyana"
"Purshia tridentata",1,1,"Purshia tridentata","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5370313","Purshia tridentata","Purshia tridentata"
"Purshia glandulosa",1,1,"Purshia glandulosa","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5370300","Purshia tridentata","Purshia tridentata var. glandulosa"
"Purshia tridentata",1,1,"Purshia tridentata","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5370313","Purshia tridentata","Purshia tridentata var. glandulosa"
"Purshia tridentata",1,1,"Purshia tridentata","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5370313","Purshia tridentata","Purshia tridentata var. tridentata"
"Pycnanthemum californicum",1,1,"Pycnanthemum californicum","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","gbif","GBIF:2927343","Pycnanthemum californicum","Pycnanthemum californicum"
"Brachypodius atriceps",0,1,"Pycnonotus atriceps","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","gbif","GBIF:2486134","Pycnonotus atriceps","Pycnonotus atriceps"
"Pycnonotus brunneus",0,1,"Pycnonotus brunneus","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","gbif","GBIF:2486149","Pycnonotus brunneus","Pycnonotus brunneus"
"Pycnonotus capensis",0,1,"Pycnonotus capensis","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","gbif","GBIF:2486138","Pycnonotus capensis","Pycnonotus capensis"
"Pycnonotus erythropthalmos",0,1,"Pycnonotus erythropthalmos","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","gbif","GBIF:2486125","Pycnonotus erythropthalmos","Pycnonotus erythropthalmos"
"Pycnonotus eutilotus",0,1,"Pycnonotus eutilotus","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","gbif","GBIF:2486142","Pycnonotus eutilotus","Pycnonotus eutilotus"
"Pycnonotus flavescens",1,1,"Pycnonotus flavescens","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","gbif","GBIF:2486115","Pycnonotus flavescens","Pycnonotus flavescens"
"Pycnonotus goiavier",1,1,"Pycnonotus goiavier","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","gbif","GBIF:2486144","Pycnonotus goiavier","Pycnonotus goiavier"
"Pycnonotus nigricans",0,1,"Pycnonotus nigricans","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","gbif","GBIF:2486146","Pycnonotus nigricans","Pycnonotus nigricans"
"Pycnonotus plumosus",0,1,"Pycnonotus plumosus","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","gbif","GBIF:2486122","Pycnonotus plumosus","Pycnonotus plumosus"
"Pycnonotus simplex",0,1,"Pycnonotus simplex","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","gbif","GBIF:2486137","Pycnonotus simplex","Pycnonotus simplex"
"Pycnonotus sinensis",0,1,"Pycnonotus sinensis","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","gbif","GBIF:2486150","Pycnonotus sinensis","Pycnonotus sinensis"
"Pycnonotus sinensis",1,0,"Pycnonotus sinensis","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","gbif","GBIF:2486150","Pycnonotus sinensis","Pycnonotus sinensis formosae"
"Pycnonotus sinensis",1,0,"Pycnonotus sinensis","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","gbif","GBIF:2486150","Pycnonotus sinensis","Pycnonotus sinensis hainanus"
"Pycnonotus sinensis",1,0,"Pycnonotus sinensis","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","gbif","GBIF:2486150","Pycnonotus sinensis","Pycnonotus sinensis sinensis"
"Pycnonotus squamatus",0,1,"Pycnonotus squamatus","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","gbif","GBIF:2486124","Pycnonotus squamatus","Pycnonotus squamatus"
"Pycnonotus tricolor",0,1,"Pycnonotus tricolor","Animalia","Chordata","Aves","Passeriformes","Pycnonotidae","gbif","GBIF:2486126","Pycnonotus tricolor","Pycnonotus tricolor"
"Pycnoptilus floccosus",1,0,"Pycnoptilus floccosus","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","gbif","GBIF:2486595","Pycnoptilus floccosus","Pycnoptilus floccosus"
"Pygaera timon",1,1,"Pygaera timon","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","gbif","GBIF:7875265","Pygaera timon","Pygaera timon"
"Pygoscelis adeliae",0,1,"Pygoscelis adeliae","Animalia","Chordata","Aves","Sphenisciformes","Spheniscidae","gbif","GBIF:2481663","Pygoscelis adeliae","Pygoscelis adeliae"
"Pylargosceles steganioides",0,1,"Pylargosceles steganioides","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","gbif","GBIF:1985061","Pylargosceles steganioides","Pylargosceles steganioides"
"Pyrgus alveus",1,1,"Pyrgus alveus","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","gbif","GBIF:1949794","Pyrgus alveus","Pyrgus alveus"
"Pyrgus armoricanus",1,1,"Pyrgus armoricanus","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","gbif","GBIF:1949784","Pyrgus armoricanus","Pyrgus armoricanus"
"Pyrgus communis",0,1,"Pyrgus communis","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","gbif","GBIF:5142424","Pyrgus communis","Pyrgus communis"
"Pyrgus malvae",1,1,"Pyrgus malvae","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","gbif","GBIF:8109173","Pyrgus malvae","Pyrgus malvae"
"Pyrgus serratulae",0,1,"Pyrgus serratulae","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","gbif","GBIF:1949929","Pyrgus serratulae","Pyrgus serratulae"
"Pyrisitia nise",0,1,"Pyrisitia nise","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","gbif","GBIF:1919943","Pyrisitia nise","Pyrisitia nise"
"Pyrisitia nise",1,0,"Pyrisitia nise","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","gbif","GBIF:1919943","Pyrisitia nise","Pyrisitia nise nelphe"
"Pyrisitia proterpia",1,1,"Pyrisitia proterpia","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","gbif","GBIF:1919947","Pyrisitia proterpia","Pyrisitia proterpia"
"Pyrocephalus rubinus",1,1,"Pyrocephalus rubinus","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","gbif","GBIF:2483647","Pyrocephalus rubinus","Pyrocephalus rubinus"
"Pyrola elliptica",1,1,"Pyrola elliptica","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2888293","Pyrola elliptica","Pyrola elliptica"
"Pyrola media",1,1,"Pyrola media","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2888292","Pyrola media","Pyrola media"
"Pyrola minor",1,1,"Pyrola minor","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2888272","Pyrola minor","Pyrola minor"
"Pyrola morrisonensis",1,1,"Pyrola morrisonensis","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:4170689","Pyrola morrisonensis","Pyrola morrisonensis"
"Pyrola picta",1,1,"Pyrola picta","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","gbif","GBIF:2888250","Pyrola picta","Pyrola picta"
"Pyrola sp.",0,1,"Pyrola sp.","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Bioshifts_v2",NA,"Pyrola sp.","Pyrola sp."
"Maniola bathseba",1,1,"Pyronia bathseba","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:8404037","Pyronia bathseba","Pyronia bathseba"
"Pyronia bathseba",1,1,"Pyronia bathseba","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:8404037","Pyronia bathseba","Pyronia bathseba"
"Maniola cecilia",1,1,"Pyronia cecilia","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:7988274","Pyronia cecilia","Pyronia cecilia"
"Pyronia cecilia",1,1,"Pyronia cecilia","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:7988274","Pyronia cecilia","Pyronia cecilia"
"Pyronia tithonus",1,1,"Pyronia tithonus","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:7622059","Pyronia tithonus","Pyronia tithonus"
"Maniola tithonus",1,1,"Pyronia tithonus","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:7622059","Pyronia tithonus","Pyronia tithonus"
"Platycheirus granditarsis",1,1,"Platycheirus granditarsis","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","gbif","GBIF:1543002","Pyrophaena granditarsa","Pyrophaena granditarsa"
"Platycheirus granditarsus",1,1,"Platycheirus granditarsis","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","gbif","GBIF:1543002","Pyrophaena granditarsa","Pyrophaena granditarsa"
"Platycheirus rosarum",1,1,"Platycheirus rosarum","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","gbif","GBIF:1543305","Pyrophaena rosarum","Pyrophaena rosarum"
"Pyropterus nigroruber",1,1,"Pyropterus nigroruber","Animalia","Arthropoda","Insecta","Coleoptera","Lycidae","gbif","GBIF:4428364","Pyropterus nigroruber","Pyropterus nigroruber"
"Pyrrhia umbra",1,1,"Pyrrhia umbra","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","gbif","GBIF:1779641","Pyrrhia umbra","Pyrrhia umbra"
"Pyrrhocorax graculus",1,1,"Pyrrhocorax graculus","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:2482553","Pyrrhocorax graculus","Pyrrhocorax graculus"
"Pyrrhocorax pyrrhocorax",1,1,"Pyrrhocorax pyrrhocorax","Animalia","Chordata","Aves","Passeriformes","Corvidae","gbif","GBIF:2482552","Pyrrhocorax pyrrhocorax","Pyrrhocorax pyrrhocorax"
"Pyrrhogyra edocla",0,1,"Pyrrhogyra edocla","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","gbif","GBIF:1901794","Pyrrhogyra edocla","Pyrrhogyra edocla"
"Pyrrholaemus brunneus",1,0,"Pyrrholaemus brunneus","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","gbif","GBIF:2486589","Pyrrholaemus brunneus","Pyrrholaemus brunneus"
"Pyrrhomyias cinnamomeus",1,1,"Pyrrhomyias cinnamomeus","Animalia","Chordata","Aves","Passeriformes","Tyrannidae","gbif","GBIF:2483914","Pyrrhomyias cinnamomea","Pyrrhomyias cinnamomea"
"Pyrrhosoma nymphula",1,1,"Pyrrhosoma nymphula","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","gbif","GBIF:1423540","Pyrrhosoma nymphula","Pyrrhosoma nymphula"
"Pyrrhula pyrrhula",1,1,"Pyrrhula pyrrhula","Animalia","Chordata","Aves","Passeriformes","Fringillidae","gbif","GBIF:2494543","Pyrrhula pyrrhula","Pyrrhula pyrrhula"
"Pyrrocoma apargioides",1,1,"Pyrrocoma apargioides","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3134383","Pyrrocoma apargioides","Pyrrocoma apargioides"
"Pyrrocoma racemosa",1,1,"Pyrrocoma racemosa","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3134379","Pyrrocoma racemosa","Pyrrocoma racemosa var. paniculata"
"Pyrrocoma uniflora",1,1,"Pyrrocoma uniflora","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","gbif","GBIF:3134377","Pyrrocoma uniflora","Pyrrocoma uniflora var. gossypina"
"Pyrus communis",1,1,"Pyrus communis","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","gbif","GBIF:5362573","Pyrus communis","Pyrus communis"
"Pytilia afra",0,1,"Pytilia afra","Animalia","Chordata","Aves","Passeriformes","Estrildidae","gbif","GBIF:2493718","Pytilia afra","Pytilia afra"
"Pytilia melba",0,1,"Pytilia melba","Animalia","Chordata","Aves","Passeriformes","Estrildidae","gbif","GBIF:2493716","Pytilia melba","Pytilia melba"
"Pyura praeputialis",1,1,"Pyura praeputialis","Animalia","Chordata","Ascidiacea","Stolidobranchia","Pyuridae","gbif","GBIF:2331841","Pyura praeputialis","Pyura praeputialis"
"Pyxicephalus adspersus",1,1,"Pyxicephalus adspersus","Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","gbif","GBIF:2429965","Pyxicephalus adspersus","Pyxicephalus adspersus"
"Pyxicephalus edulis",1,1,"Pyxicephalus edulis","Animalia","Chordata","Amphibia","Anura","Pyxicephalidae","gbif","GBIF:2429964","Pyxicephalus edulis","Pyxicephalus edulis"
"Quedius alpestris",1,1,"Quedius alpestris","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","gbif","GBIF:4436424","Quedius alpestris","Quedius alpestris"
"Quedius cinctus",1,1,"Quedius cinctus","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","gbif","GBIF:4436645","Quedius cinctus","Quedius cinctus"
"Quedius fuliginosus",1,1,"Quedius fuliginosus","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","gbif","GBIF:4436613","Quedius fuliginosus","Quedius fuliginosus"
"Quedius mesomelinus",1,1,"Quedius mesomelinus","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","gbif","GBIF:4436478","Quedius mesomelinus","Quedius mesomelinus"
"Philonthus punctatellus",1,1,"Quedius punctatellus","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","gbif","GBIF:4436642","Quedius punctatellus","Quedius punctatellus"
"Quedius punctatellus",1,1,"Quedius punctatellus","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","gbif","GBIF:4436642","Quedius punctatellus","Quedius punctatellus"
"Quedius scintillans",1,1,"Quedius scintillans","Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","gbif","GBIF:4436267","Quedius scintillans","Quedius scintillans"
"Quelea erythrops",0,1,"Quelea erythrops","Animalia","Chordata","Aves","Passeriformes","Ploceidae","gbif","GBIF:2493988","Quelea erythrops","Quelea erythrops"
"Quelea quelea",0,1,"Quelea quelea","Animalia","Chordata","Aves","Passeriformes","Ploceidae","gbif","GBIF:2493987","Quelea quelea","Quelea quelea"
"Quercus agrifolia",1,1,"Quercus agrifolia","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880791","Quercus agrifolia","Quercus agrifolia"
"Quercus agrifolia",1,1,"Quercus agrifolia","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880791","Quercus agrifolia","Quercus agrifolia var. agrifolia"
"Quercus agrifolia",1,1,"Quercus agrifolia","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880791","Quercus agrifolia","Quercus agrifolia var. oxyadenia"
"Quercus alba",1,1,"Quercus alba","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879737","Quercus alba","Quercus alba"
"Quercus arizonica",1,1,"Quercus arizonica","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2877992","Quercus arizonica","Quercus arizonica"
"Quercus berberidifolia",1,1,"Quercus berberidifolia","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878674","Quercus berberidifolia","Quercus berberidifolia"
"Quercus bicolor",1,1,"Quercus bicolor","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2878470","Quercus bicolor","Quercus bicolor"
"Quercus cerris",1,0,"Quercus cerris","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2880580","Quercus cerris","Quercus cerris"
"Quercus chrysolepis",1,1,"Quercus chrysolepis","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","gbif","GBIF:2879984","Quercus chrysolepis","Quercus chrysolepis"
