record_species,record,order,family1,genus1,species1,family2,genus2,species2,family3,genus_species,genus3,species3,stage,n_numb,n_cat,n_comment,raw_ctm1,raw_ctm2,acclim,acclim_time,acclim_time_life_120,log_acclim_time,acclim_temp,safety,heating_rate,photoperiod,ep1,ep1_descrip,ep2,elevation,log_elevation,locality,geog_cat,abs_lat,log_abs_lat,latitude,longitude,source,comments,year,citation,reference,range,log_range,introduced,elev_min,elev_max,svl,log_svl,habitat,tmxslope,bioclim5,iucn_2014,iucn_2104risk
655_Litoria caerulea,655,Anura,Hylidae,Litoria,caerulea,Hylidae,Litoria,caerulea,Hylidae,Litoria caerulea,Litoria,caerulea,Adult,10,B,Given,38.8,NA,Y,7,7,0.9,22,9.5,0.3,12:12,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,0700 hr,1971,Johnson 1971,"Johnson, C. R. 1971. Daily variation in thermal tolerance of Litoria caerulea (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 40:1109-1111.",4108503,6.61,Not introduced,NA,200,146,2.16,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
656_Litoria caerulea,656,Anura,Hylidae,Litoria,caerulea,Hylidae,Litoria,caerulea,Hylidae,Litoria caerulea,Litoria,caerulea,Adult,9,A,Given,38.8,NA,Y,7,7,0.9,22,9.5,0.3,12:12,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,0900 hr,1971,Johnson 1971,"Johnson, C. R. 1971. Daily variation in thermal tolerance of Litoria caerulea (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 40:1109-1111.",4108503,6.61,Not introduced,NA,200,146,2.16,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
663_Litoria caerulea,663,Anura,Hylidae,Litoria,caerulea,Hylidae,Litoria,caerulea,Hylidae,Litoria caerulea,Litoria,caerulea,Adult,10,B,Given,38.8,NA,Y,7,7,0.9,22,9.5,0.3,12:12,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,2300 hr,1971,Johnson 1971,"Johnson, C. R. 1971. Daily variation in thermal tolerance of Litoria caerulea (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 40:1109-1111.",4108503,6.61,Not introduced,NA,200,146,2.16,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
658_Litoria caerulea,658,Anura,Hylidae,Litoria,caerulea,Hylidae,Litoria,caerulea,Hylidae,Litoria caerulea,Litoria,caerulea,Adult,12,B,Given,39.2,NA,Y,7,7,0.9,22,9.9,0.3,12:12,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1300 hr,1971,Johnson 1971,"Johnson, C. R. 1971. Daily variation in thermal tolerance of Litoria caerulea (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 40:1109-1111.",4108503,6.61,Not introduced,NA,200,146,2.16,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
657_Litoria caerulea,657,Anura,Hylidae,Litoria,caerulea,Hylidae,Litoria,caerulea,Hylidae,Litoria caerulea,Litoria,caerulea,Adult,9,A,Given,39.3,NA,Y,7,7,0.9,22,10,0.3,12:12,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1100 hr,1971,Johnson 1971,"Johnson, C. R. 1971. Daily variation in thermal tolerance of Litoria caerulea (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 40:1109-1111.",4108503,6.61,Not introduced,NA,200,146,2.16,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
913_Litoria caerulea,913,Anura,Hylidae,Hyla,caerulea,Hylidae,Litoria,caerulea,Hylidae,Litoria caerulea,Litoria,caerulea,Adult,22,B,Given,39.3,NA,Y,7,7,0.9,25,9.7,0.3,0:24,L,Loss of righting response,NA,117,2.07,"Samford, Queensland",Subtropical,27.372,1.437,-27.372,152.867,Field,NA,1970,Johnson 1970,"Johnson, C. R. 1970. Observations on body temperatures, critical thermal maxima and tolerance to water loss in the Australian hylid, Hyla caerulea (White). Proceedings of the Royal Society of Queensland 82: 47-50.",4108503,6.61,Not introduced,NA,200,146,2.16,Aquatic & terrestrial,0.008514606,29.5,Not threatened,0
914_Litoria eucnemis,914,Anura,Hylidae,Hyla,eucnemis,Hylidae,Litoria,eucnemis,Hylidae,Litoria eucnemis,Litoria,eucnemis,Adult,6,A,Given,35.2,NA,Y,7,7,0.9,25,6,0.3,12:12,L,Onset of spasms,NA,790,2.9,"Atherton, Queensland",Tropical,17.267,1.237,-17.267,145.476,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",415060,5.62,Not introduced,NA,1500,75,1.88,Aquatic & terrestrial,0.002578631,29.1,Not threatened,0
915_Litoria eucnemis,915,Anura,Hylidae,Hyla,eucnemis,Hylidae,Litoria,eucnemis,Hylidae,Litoria eucnemis,Litoria,eucnemis,Juvenile,1,A,Given,32.9,NA,Y,7,7,0.9,25,3.7,0.3,12:12,L,Onset of spasms,NA,790,2.9,"Atherton, Queensland",Tropical,17.267,1.237,-17.267,145.476,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",415060,5.62,Not introduced,NA,1500,75,1.88,Aquatic & terrestrial,0.002578631,29.1,Not threatened,0
928_Litoria fallax,928,Anura,Hylidae,Hyla,glauerti,Hylidae,Litoria,fallax,Hylidae,Litoria fallax,Litoria,fallax,Adult,75,B,Given,35,NA,Y,7,7,0.9,15,7,0.3,12:12,L,Onset of spasms,NA,64,1.81,"Brisbane, Queensland",Subtropical,27.553,1.44,-27.553,153.056,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",576165,5.76,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,7.16287e-4,29.5,Not threatened,0
927_Litoria fallax,927,Anura,Hylidae,Hyla,glauerti,Hylidae,Litoria,fallax,Hylidae,Litoria fallax,Litoria,fallax,Adult,8,A,Given,35.3,NA,Y,7,7,0.9,25,5.7,0.3,12:12,L,Onset of spasms,NA,64,1.81,"Brisbane, Queensland",Subtropical,27.553,1.44,-27.553,153.056,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",576165,5.76,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,7.16287e-4,29.5,Not threatened,0
920_Litoria freycineti,920,Anura,Hylidae,Hyla,freycineti,Hylidae,Litoria,freycineti,Hylidae,Litoria freycineti,Litoria,freycineti,Adult,9,A,Given,38.2,NA,Y,7,7,0.9,25,9.1,0.3,12:12,L,Onset of spasms,NA,45,1.65,"Beerwah, Queensland",Subtropical,26.858,1.429,-26.858,152.958,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",58574,4.77,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,0.008389756,28.9,Threatened,1
676_Litoria gracilenta,676,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,7,A,Given,36,NA,Y,7,7,0.9,15,7.9,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,2300 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
674_Litoria gracilenta,674,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,9,A,Given,36.4,NA,Y,7,7,0.9,15,8.2,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1900 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
667_Litoria gracilenta,667,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,5,A,Given,37.2,NA,Y,7,7,0.9,15,9,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,0500 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
665_Litoria gracilenta,665,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,7,A,Given,37.2,NA,Y,7,7,0.9,15,9,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,0100 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
673_Litoria gracilenta,673,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,8,A,Given,37.4,NA,Y,7,7,0.9,15,9.2,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1700 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
672_Litoria gracilenta,672,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,4,A,Given,37.5,NA,Y,7,7,0.9,15,9.3,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1500 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
686_Litoria gracilenta,686,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,6,A,Given,37.5,NA,Y,7,7,0.9,25,7.8,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1900 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
666_Litoria gracilenta,666,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,10,B,Given,37.7,NA,Y,7,7,0.9,15,9.5,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,0300 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
677_Litoria gracilenta,677,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,8,A,Given,37.7,NA,Y,7,7,0.9,25,8,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,100 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
669_Litoria gracilenta,669,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,8,A,Given,37.9,NA,Y,7,7,0.9,15,9.7,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,0900 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
671_Litoria gracilenta,671,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,7,A,Given,37.9,NA,Y,7,7,0.9,15,9.7,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1300 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
678_Litoria gracilenta,678,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,8,A,Given,37.9,NA,Y,7,7,0.9,25,8.2,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,300 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
688_Litoria gracilenta,688,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,7,A,Given,38.1,NA,Y,7,7,0.9,25,8.3,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,2300 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
687_Litoria gracilenta,687,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,7,A,Given,38.1,NA,Y,7,7,0.9,25,8.4,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,2100 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
668_Litoria gracilenta,668,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,5,A,Given,38.2,NA,Y,7,7,0.9,15,10,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,0700 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
675_Litoria gracilenta,675,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,8,A,Given,38.3,NA,Y,7,7,0.9,15,10.1,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,2100 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
685_Litoria gracilenta,685,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,5,A,Given,38.3,NA,Y,7,7,0.9,25,8.6,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1700 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
670_Litoria gracilenta,670,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,7,A,Given,38.4,NA,Y,7,7,0.9,15,10.2,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1100 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
679_Litoria gracilenta,679,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,10,B,Given,38.4,NA,Y,7,7,0.9,25,8.7,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,500 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
681_Litoria gracilenta,681,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,9,A,Given,38.6,NA,Y,7,7,0.9,25,8.9,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,900 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
680_Litoria gracilenta,680,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,8,A,Given,38.8,NA,Y,7,7,0.9,25,9.1,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,700 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
684_Litoria gracilenta,684,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,8,A,Given,38.9,NA,Y,7,7,0.9,25,9.2,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1500 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
682_Litoria gracilenta,682,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,7,A,Given,39.1,NA,Y,7,7,0.9,25,9.3,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1100 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
683_Litoria gracilenta,683,Anura,Hylidae,Litoria,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,8,A,Given,39.2,NA,Y,7,7,0.9,25,9.4,0.3,0:24,S,Onset of spasms,NA,19,1.28,"Brisbane, Queensland",Subtropical,27.471,1.439,-27.471,153.023,Field,1300 hr,1972,Johnson 1972,"Johnson, C. R. 1972. Diel variation in thermal tolerance of Litoria gracilenta (Anura: Hylidae). Comparative Biochemistry and Physiology Part A 41:727-730.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,-0.001976391,29.7,Not threatened,0
926_Litoria gracilenta,926,Anura,Hylidae,Hyla,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,44,B,Given,37.4,NA,Y,7,7,0.9,15,9.4,0.3,12:12,L,Onset of spasms,NA,64,1.81,"Brisbane, Queensland",Subtropical,27.553,1.44,-27.553,153.056,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,7.16287e-4,29.5,Not threatened,0
925_Litoria gracilenta,925,Anura,Hylidae,Hyla,gracilenta,Hylidae,Litoria,gracilenta,Hylidae,Litoria gracilenta,Litoria,gracilenta,Adult,64,B,Given,37.8,NA,Y,7,7,0.9,25,8.2,0.3,12:12,L,Onset of spasms,NA,64,1.81,"Brisbane, Queensland",Subtropical,27.553,1.44,-27.553,153.056,Field,NA,1971,Johnson 1971,"Johnson, C. R. 1971. Thermal relations in some southern and eastern Australian anurans. Proceedings of the Royal Society of Queensland 82: 87-94.",318857,5.5,Not introduced,NA,NA,33,1.52,Aquatic & terrestrial,7.16287e-4,29.5,Not threatened,0
